line,priority,category,current,action,target
6673,medium,bold_structural_label,**Part B — Full Administrative Document (300–350 words):** Write your response. Choose the format most appropriate for the scenario:,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6691,high,student_response_placeholder_label,**Planning Notes (Not Submitted)**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6696,low,bold_label_review,**Final Document**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6701,high,activity_heading,#### Self-Assessment Rubric (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6703,medium,general_note_callout,"> **Rubric note:** These categories reflect the book's major skill strands: meeting the brief, handling source material, synthesising information, showing judgment, proposing actions, controlling tone, structuring ideas, and writing precisely. Use the rubric to diagnose how well your capstone respon",Convert to semantic note callout,`note` with subtype if useful. Do not classify as `why-this-works`.
6705,low,bold_label_review,**Where to review this skill**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6718,low,bold_label_review,"**Submission reminder:** Word count still matters for this capstone task. Keep your final document within the required `300-350` word range, but treat word count as a submission requirement rather than one of the core analytic skill criteria.",Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6739,high,activity_heading,#### Track-Change Simulation (G3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6750,high,student_response_placeholder_label,**Clean Copy**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6755,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6768,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6771,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
