line,priority,category,current,action,target,revised_status,revised_instruction
6548,high,activity_heading,#### Discussion Questions (A1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6560,high,activity_heading,#### Compare Two Versions — Exemplar Analysis (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6566,low,bold_label_review,**Capstone Scenario**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6582,low,bold_label_review,**Response A (Weak)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6586,low,bold_label_review,**Response B (Strong)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6603,high,process_rationale_callout,"> **Why this works:** Response B succeeds because it integrates multiple course-level skills at once: synthesis across inputs, neutral administrative tone, grouped issue reporting, and action-focused next steps. The response is strong not because it is longer, but because each sentence performs a cl",Convert blockquote to semantic callout AFTER model/instruction only,"`why-this-works`: writing-process rationale after a model, comparison, or worked example. Do not use for vocabulary/grammar contrast notes.",CONVERT_TO_LEARN_DIV,"Replace blockquote/bold note with a Learn semantic Div subtype: learn-process, learn-language, learn-principle, learn-transfer, learn-teaching, or learn-note."
6609,high,activity_heading,#### Error Identification and Correction — Self-Diagnosis (C4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6621,high,worked_example_label,**Worked example:**,Convert to worked-example component,`worked-example`: demonstrated process/model. Neutral/blue or green if showing correct model.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6637,high,activity_heading,#### Revision Chain — Prior Work (D6),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6639,high,transfer_reminder_callout,"> **Transfer reminder:** Use this revision step to check your writing against the major skill strands of the course: synthesis, tone control, justification, structure, and action clarity. If one strand is weak, revise that strand deliberately rather than editing randomly.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.,CONVERT_TO_LEARN_DIV,"Replace blockquote/bold note with a Learn semantic Div subtype: learn-process, learn-language, learn-principle, learn-transfer, learn-teaching, or learn-note."
6660,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6665,high,activity_heading,#### Multi-Part Portfolio Task (E4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6667,low,bold_label_review,"> **Planning reminder:** The strongest capstone responses start by choosing a format that matches the supervisor’s stated need, then grouping issues thematically before drafting any sentences.",Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6671,medium,bold_structural_label,"**Part A — Planning (not submitted):** Write a brief planning note identifying: the main issues, the intended audience, and the document format you will use.",Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
